metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_08,8,0.33,low,en,0.404587624376742,0.62,1,,0.5304376019734873,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_08,8,0.33,low,zh,0.462490304973216,0.6699999999999999,1,,0.3565309248281141,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.1918039446049431,0.33,1,,0.5886279722658788,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.26217048831135165,0.48,1,,0.5886279722658788,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_10,10,0.92,high,en,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_10,10,0.92,high,zh,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.33970708999991356,0.62,0,,0.6669390768134198,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.3981232327151572,0.68,0,,0.6669390768134198,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_12,12,0.3,low,en,0.49342260576014474,0.7,1,,0.3556953258743536,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.33505698485765995,0.5,1,,0.4942801534079393,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_13,13,0.83,high,en,0.09070410686643712,0.17,1,,0.7745966692414834,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.09070410686643712,0.17,1,,0.7745966692414834,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_14,14,0.74,high,en,0.14406499878168008,0.26,1,,0.5720775535473553,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_14,14,0.74,high,zh,0.14406499878168008,0.26,1,,0.5720775535473553,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,gpt-5.4,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,50,1.0,,
human_alignment,openai,gpt-5.4,2,study2_british_within,study2_item_04,4,0.24,low,en,1.0,1.0,0,,-0.5821057124420184,10,10,1.0,,
human_alignment,openai,gpt-5.4,2,study2_british_within,study2_item_04,4,0.24,low,zh,0.5605218825340386,0.76,1,,0.4633239167994182,10,10,1.0,,
