scope,metric_family,provider,model,round_index,panel_id,item_id,prompt_language,metric,ci_low,ci_high
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_10,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,en_vs_zh,jsd,0.8336791289905013,1.0
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,en_vs_zh,tvd,0.94,1.0
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,en_vs_zh,jsd,0.06249285335605705,0.19529542625770435
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,en_vs_zh,tvd,0.11950000000000002,0.33999999999999997
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,en_vs_zh,jsd,0.0,0.0
item,cross_lingual,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,en_vs_zh,tvd,0.0,0.0
item,cross_lingual,openai,deepseek-chat,2,study2_british_within,study2_item_03,en_vs_zh,jsd,0.618226398830014,1.0
item,cross_lingual,openai,deepseek-chat,2,study2_british_within,study2_item_03,en_vs_zh,tvd,0.7,1.0
item,cross_lingual,openai,deepseek-chat,2,study2_british_within,study2_item_03,en_vs_zh,spearman,-0.9036961141150639,-0.2628320013632286
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_01,en,jsd,0.051899160321315516,0.051899160321315516
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_01,en,tvd,0.09999999999999999,0.09999999999999999
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_01,en,spearman,0.75,0.75
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_01,zh,jsd,0.051899160321315516,0.051899160321315516
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_01,zh,tvd,0.09999999999999999,0.09999999999999999
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_01,zh,spearman,0.75,0.75
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_02,en,jsd,0.49342260576014463,0.49342260576014463
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_02,en,tvd,0.7,0.7
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_02,en,spearman,0.37582301400141443,0.37582301400141443
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_02,zh,jsd,0.49342260576014463,0.49342260576014463
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_02,zh,tvd,0.7,0.7
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_02,zh,spearman,0.37582301400141443,0.37582301400141443
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_03,en,jsd,0.681980258443445,0.7170455552420071
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_03,en,tvd,0.85,0.8500000000000001
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_03,en,spearman,0.42477605603386526,0.42477605603386526
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_03,zh,jsd,0.7885379991138887,0.8207153350302148
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_03,zh,tvd,0.9099999999999999,0.91
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_03,zh,spearman,0.14992096095312893,0.14992096095312893
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_04,en,jsd,0.5972091657280025,0.5972091657280025
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_04,en,tvd,0.79,0.79
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_04,en,spearman,0.4015473945594958,0.4015473945594958
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_04,zh,jsd,0.26449194724769487,0.3847585107650848
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_04,zh,tvd,0.43,0.5900000000000001
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_04,zh,spearman,0.6287930025308828,0.7471025226155217
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_05,en,jsd,0.6787881102649855,0.6787881102649855
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_05,en,tvd,0.85,0.85
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_05,en,spearman,0.43828627820190663,0.43828627820190663
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_05,zh,jsd,0.1227928645743991,0.27392665321475823
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_05,zh,tvd,0.27975000000000005,0.5599999999999999
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_05,zh,spearman,0.8393167417492743,0.849552311770607
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_06,en,jsd,0.36065704994910286,0.36065704994910286
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_06,en,tvd,0.56,0.56
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_06,en,spearman,0.422936920641326,0.422936920641326
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_06,zh,jsd,0.36065704994910286,0.36065704994910286
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_06,zh,tvd,0.56,0.56
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_06,zh,spearman,0.422936920641326,0.422936920641326
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_07,en,jsd,0.5149577839754269,0.5149577839754269
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_07,en,tvd,0.72,0.72
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_07,en,spearman,0.3473009417599612,0.3473009417599612
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_07,zh,jsd,0.5149577839754269,0.5149577839754269
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_07,zh,tvd,0.72,0.72
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_07,zh,spearman,0.3473009417599612,0.3473009417599612
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_08,en,jsd,0.462490304973216,0.462490304973216
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_08,en,tvd,0.6699999999999999,0.6699999999999999
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_08,en,spearman,0.3565309248281141,0.3565309248281141
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_08,zh,jsd,0.3868582742851804,0.40767798001586075
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_08,zh,tvd,0.59,0.59
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_08,zh,spearman,0.4642526221583814,0.4642526221583814
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_09,en,jsd,0.3273236044950171,0.3273236044950171
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_09,en,tvd,0.52,0.52
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_09,en,spearman,0.42386058400941934,0.42386058400941934
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_09,zh,jsd,0.3273236044950171,0.3273236044950171
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_09,zh,tvd,0.52,0.52
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_09,zh,spearman,0.42386058400941934,0.42386058400941934
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_10,en,jsd,0.04120259398127841,0.04120259398127841
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_10,en,tvd,0.07999999999999997,0.07999999999999997
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_10,en,spearman,0.6956083436402525,0.6956083436402525
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_10,zh,jsd,0.04120259398127841,0.04120259398127841
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_10,zh,tvd,0.07999999999999997,0.07999999999999997
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_10,zh,spearman,0.6956083436402525,0.6956083436402525
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,en,jsd,0.2653737423509377,0.2653737423509377
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,en,tvd,0.44,0.44
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,en,spearman,0.4952605565436486,0.4952605565436486
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,zh,jsd,0.2653737423509377,0.2653737423509377
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,zh,tvd,0.44,0.44
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_11,zh,spearman,0.4952605565436486,0.4952605565436486
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,en,jsd,0.49342260576014474,0.49342260576014474
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,en,tvd,0.7,0.7
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,en,spearman,0.3556953258743536,0.3556953258743536
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,zh,jsd,0.49342260576014474,0.49342260576014474
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,zh,tvd,0.7,0.7
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_12,zh,spearman,0.3556953258743536,0.3556953258743536
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,en,jsd,0.09070410686643712,0.09070410686643712
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,en,tvd,0.17,0.17
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,en,spearman,0.7745966692414834,0.7745966692414834
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,zh,jsd,0.09070410686643712,0.09070410686643712
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,zh,tvd,0.17,0.17
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_13,zh,spearman,0.7745966692414834,0.7745966692414834
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,en,jsd,0.14406499878168008,0.14406499878168008
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,en,tvd,0.26,0.26
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,en,spearman,0.5720775535473553,0.5720775535473553
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,zh,jsd,0.14406499878168008,0.14406499878168008
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,zh,tvd,0.26,0.26
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_14,zh,spearman,0.5720775535473553,0.5720775535473553
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,en,jsd,0.062764486510794,0.062764486510794
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,en,tvd,0.12,0.12
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,en,spearman,0.7905694150420948,0.7905694150420948
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,zh,jsd,0.062764486510794,0.062764486510794
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,zh,tvd,0.12,0.12
item,human_alignment,deepseek,deepseek-chat,1,study2_british_within,study2_item_15,zh,spearman,0.7905694150420948,0.7905694150420948
item,human_alignment,openai,deepseek-chat,2,study2_british_within,study2_item_03,en,jsd,0.651016107218673,0.8577794566899629
item,human_alignment,openai,deepseek-chat,2,study2_british_within,study2_item_03,en,tvd,0.8099999999999999,0.95
item,human_alignment,openai,deepseek-chat,2,study2_british_within,study2_item_03,en,spearman,0.04060359359147241,0.3313015853455294
item,human_alignment,openai,deepseek-chat,2,study2_british_within,study2_item_03,zh,jsd,0.5823109454897177,0.9609986547010987
item,human_alignment,openai,deepseek-chat,2,study2_british_within,study2_item_03,zh,tvd,0.65,0.98
item,human_alignment,openai,deepseek-chat,2,study2_british_within,study2_item_03,zh,spearman,-0.33520727785816706,0.028839938141573127
