metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_06,6,0.44,medium,en,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_06,6,0.44,medium,zh,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_07,7,0.28,low,en,0.5149577839754269,0.72,1,,0.3473009417599612,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_07,7,0.28,low,zh,0.5149577839754269,0.72,1,,0.3473009417599612,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_08,8,0.33,low,en,0.4666407873035668,0.6699999999999999,1,,0.015024434575434523,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_08,8,0.33,low,zh,0.44236702244220005,0.6499999999999999,1,,0.43223519994056203,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.2853866801924877,0.5,1,,0.5886279722658788,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.2416511141741683,0.44,1,,0.6594294133377395,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_10,10,0.92,high,en,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_10,10,0.92,high,zh,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.2653737423509377,0.44,1,,0.4952605565436486,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.22349689689614063,0.42,1,,0.6749263711465147,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_12,12,0.3,low,en,0.49342260576014474,0.7,1,,0.3556953258743536,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.4231265472846828,0.6599999999999999,1,,0.4942801534079393,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_13,13,0.83,high,en,0.06927943991529273,0.15000000000000002,1,,0.632455532033676,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.06279555084277792,0.12,1,,0.632455532033676,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_14,14,0.74,high,en,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_14,14,0.74,high,zh,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
human_alignment,openai,mimo-v2-pro,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
