metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_08,8,0.33,low,en,1.0,1.0,0,0,-0.34523522258958245,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_08,8,0.33,low,zh,1.0,1.0,0,0,-0.34523522258958245,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_09,9,0.48,medium,en,1.0,1.0,0,0,-0.5338415653884205,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.9785858740176657,0.99,0,0,-0.5797290807981578,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_10,10,0.92,high,en,1.0,1.0,0,0,-0.6354889093022424,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_10,10,0.92,high,zh,1.0,1.0,0,0,-0.6354889093022424,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.9309715091653952,0.9666666666666667,0,0,-0.09166984970282112,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.5848067831952928,0.7666666666666667,0,0,-0.034121584179165665,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_12,12,0.3,low,en,0.7245112497836531,0.8,0,0,-0.2007548966132342,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.6326604982516782,0.78,0,0,0.0782875869853386,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_13,13,0.83,high,en,1.0,1.0,0,0,-0.7071067811865475,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_13,13,0.83,high,zh,1.0,1.0,0,0,-0.7071067811865475,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_14,14,0.74,high,en,1.0,1.0,0,0,-0.5388159060803247,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_14,14,0.74,high,zh,1.0,1.0,0,0,-0.5388159060803247,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,0,0.7905694150420948,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,0,0.7905694150420948,30,30,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_02,2,0.3,low,en,0.7643829174347063,0.84,0,0,-0.12386854462830336,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_02,2,0.3,low,zh,0.8631801063929787,0.9299999999999999,0,0,-0.17570483776079984,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_03,3,0.36,medium,en,0.5862011402620496,0.73,0,0,-0.005258153378167326,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_03,3,0.36,medium,zh,0.7687742421365598,0.8,0,0,-0.07887230067250989,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_09,9,0.48,medium,en,1.0,1.0,0,0,-0.5338415653884205,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_09,9,0.48,medium,zh,1.0,1.0,0,0,-0.5338415653884205,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_11,11,0.56,medium,en,0.8,0.8,0,0,-0.09166984970282112,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_11,11,0.56,medium,zh,0.7245112497836532,0.8,0,0,-0.09166984970282112,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_12,12,0.3,low,en,0.7572623513863328,0.7999999999999999,0,0,-0.03313147809612858,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,2,study2_british_within,study2_item_12,12,0.3,low,zh,0.6665102099775859,0.78,0,0,0.09422099426298707,10,10,1.0,,
