metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_10,10,0.92,high,en_vs_zh,0.0,0.0,1,0.0,,49,30,1.6333333333333333,49.0,49.0
cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_11,11,0.56,medium,en_vs_zh,0.49768066742656003,0.7725340136054422,0,1.0,0.7378647873726218,48,30,1.6,49.0,48.0
cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_12,12,0.3,low,en_vs_zh,0.22761770581782573,0.42833333333333334,0,1.0,0.7826237921249264,48,30,1.6,48.0,50.0
cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_13,13,0.83,high,en_vs_zh,0.0,0.0,1,0.0,,50,30,1.6666666666666667,50.0,50.0
cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_14,14,0.74,high,en_vs_zh,0.0,0.0,1,0.0,,42,30,1.4,42.0,50.0
cross_lingual,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_15,15,0.88,high,en_vs_zh,0.0,0.0,1,0.0,,47,30,1.5666666666666667,47.0,50.0
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_03,3,0.36,medium,en,0.7175985799480668,0.87,0,,0.33107545543815975,8,10,0.8,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,11,0.56,medium,en,0.2653737423509377,0.44,1,,0.4952605565436486,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_11,11,0.56,medium,zh,0.16107696843389682,0.33999999999999997,1,,0.6749263711465147,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_12,12,0.3,low,en,0.49342260576014474,0.7,1,,0.3556953258743536,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_12,12,0.3,low,zh,0.49342260576014474,0.7,1,,0.3556953258743536,10,10,1.0,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_01,1,0.9,high,en,0.051899160321315516,0.09999999999999999,1,,0.75,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_01,1,0.9,high,zh,0.051899160321315516,0.09999999999999999,1,,0.75,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_02,2,0.3,low,en,0.34173296358471505,0.54,1,,0.4351940934982241,40,30,1.3333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_02,2,0.3,low,zh,0.4503139775288638,0.6091666666666666,1,,0.41053531637811036,48,30,1.6,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_03,3,0.36,medium,en,0.2651674757195748,0.44999999999999996,0,,0.605930550518896,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_03,3,0.36,medium,zh,0.22684531805270375,0.37,1,,0.6121772572252764,41,30,1.3666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_04,4,0.24,low,en,0.5022318200033153,0.7287755102040816,0,,0.09557408782506306,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_04,4,0.24,low,zh,0.2836387055661812,0.43000000000000005,0,,0.7137922190594156,46,30,1.5333333333333334,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_05,5,0.64,medium,en,0.2854988678065151,0.5438775510204081,0,,0.7133297848554423,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_05,5,0.64,medium,zh,0.32174741345287533,0.5941860465116279,0,,0.7133297848554423,43,30,1.4333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_06,6,0.44,medium,en,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_06,6,0.44,medium,zh,0.36065704994910286,0.56,1,,0.422936920641326,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_07,7,0.28,low,en,0.5149577839754269,0.72,1,,0.3473009417599612,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_07,7,0.28,low,zh,0.450583662593762,0.6799999999999999,1,,0.5517663076508881,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_08,8,0.33,low,en,0.462490304973216,0.6699999999999999,1,,0.3565309248281141,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_08,8,0.33,low,zh,0.462490304973216,0.6699999999999999,1,,0.3565309248281141,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.31127812445913283,0.5,1,,0.5123243462314131,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.3213992109799074,0.51,1,,0.239811396108321,45,30,1.5,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_10,10,0.92,high,en,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_10,10,0.92,high,zh,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.17015893278356678,0.3583673469387755,1,,0.6749263711465147,49,30,1.6333333333333333,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.360594951614445,0.6341666666666667,0,,0.3629191799716571,48,30,1.6,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_12,12,0.3,low,en,0.31758809838097884,0.5,1,,0.4942801534079393,48,30,1.6,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.27353621030302777,0.41,0,,0.6244428662173812,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_13,13,0.83,high,en,0.09070410686643712,0.17,1,,0.7745966692414834,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.09070410686643712,0.17,1,,0.7745966692414834,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_14,14,0.74,high,en,0.14406499878168008,0.26,1,,0.5720775535473553,42,30,1.4,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_14,14,0.74,high,zh,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,47,30,1.5666666666666667,,
human_alignment,gemini,gemini-2.5-flash,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
