metric_family,provider,model,round_index,panel_id,item_id,item_number,human_top1_probability,consensus_bucket,prompt_language,jsd,tvd,top1_match,flip_rate,spearman,successful_samples,expected_samples,completion_rate,en_successful_samples,zh_successful_samples
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_02,2,0.3,low,en,0.49342260576014463,0.7,1,,0.37582301400141443,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_02,2,0.3,low,zh,0.49342260576014463,0.7,1,,0.37582301400141443,10,10,1.0,,
human_alignment,anthropic,claude-opus-4-6,2,study2_british_within,study2_item_03,3,0.36,medium,en,0.7359181888160802,0.87,0,,0.33107545543815975,8,10,0.8,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_01,1,0.9,high,en,0.051899160321315516,0.09999999999999999,1,,0.75,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_01,1,0.9,high,zh,0.051899160321315516,0.09999999999999999,1,,0.75,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_02,2,0.3,low,en,0.3895072835934768,0.55,0,,0.5071942990294597,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_02,2,0.3,low,zh,0.49342260576014463,0.7,1,,0.37582301400141443,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_03,3,0.36,medium,en,0.49511325570182796,0.71,0,,0.47474970968490826,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_03,3,0.36,medium,zh,0.5229469700836589,0.64,0,,0.35265913655401454,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_04,4,0.24,low,en,0.4771042582230739,0.7,1,,0.592136908212939,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_04,4,0.24,low,zh,0.4946503335788464,0.72,1,,0.592136908212939,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_05,5,0.64,medium,en,0.6633341359590446,0.78,0,,0.39918723083197194,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_05,5,0.64,medium,zh,0.5977633165065439,0.78,0,,0.5694649542963615,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_06,6,0.44,medium,en,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_06,6,0.44,medium,zh,0.36065704994910286,0.56,1,,0.422936920641326,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_07,7,0.28,low,en,0.5149577839754269,0.72,1,,0.3473009417599612,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_07,7,0.28,low,zh,0.5149577839754269,0.72,1,,0.3473009417599612,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_08,8,0.33,low,en,0.462490304973216,0.6699999999999999,1,,0.3565309248281141,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_08,8,0.33,low,zh,0.4528663497927494,0.6599999999999999,1,,0.17609582219800676,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_09,9,0.48,medium,en,0.804249902231567,0.91,0,,0.34045897409596126,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_09,9,0.48,medium,zh,0.8991032494064415,0.97,0,,0.21235823965147618,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_10,10,0.92,high,en,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_10,10,0.92,high,zh,0.04120259398127841,0.07999999999999997,1,,0.6956083436402525,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_11,11,0.56,medium,en,0.2653737423509377,0.44,1,,0.4952605565436486,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_11,11,0.56,medium,zh,0.2653737423509377,0.44,1,,0.4952605565436486,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_12,12,0.3,low,en,0.3502566347582413,0.5800000000000001,1,,0.3490980839213489,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_12,12,0.3,low,zh,0.3483893997524862,0.5800000000000001,1,,0.578477250167032,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_13,13,0.83,high,en,0.09070410686643712,0.17,1,,0.7745966692414834,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_13,13,0.83,high,zh,0.09070410686643712,0.17,1,,0.7745966692414834,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_14,14,0.74,high,en,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_14,14,0.74,high,zh,0.14406499878168008,0.26,1,,0.5720775535473553,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_15,15,0.88,high,en,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
human_alignment,openai,gpt-4o-mini,1,study2_british_within,study2_item_15,15,0.88,high,zh,0.062764486510794,0.12,1,,0.7905694150420948,50,30,1.6666666666666667,,
